site.name,lng,lat
MS4-SLR-095,-117.0976335,33.22138214
MS4-SLR-095,-117.0976335,33.22138214
MS4-SLR-095,-117.0976335,33.22138214
MS4-SLR-095,-117.0976335,33.22138214
MS4-SLR-095,-117.0976335,33.22138214
MS4-SLR-095,-117.0976335,33.22138214
MS4-CAR-069,-117.2042605,33.1259099
MS4-CAR-069,-117.2042605,33.1259099
MS4-CAR-069,-117.2042605,33.1259099
MS4-CAR-069,-117.2042605,33.1259099
MS4-CAR-069,-117.2042605,33.1259099
MS4-CAR-069,-117.2042605,33.1259099
MS4-CAR-070,-117.2049167,33.12623797
MS4-CAR-070,-117.2049167,33.12623797
MS4-CAR-070,-117.2049167,33.12623797
MS4-CAR-070,-117.2049167,33.12623797
MS4-CAR-070,-117.2049167,33.12623797
MS4-CAR-070,-117.2049167,33.12623797
MS4-CAR-072,-117.2098379,33.1200044
MS4-CAR-072,-117.2098379,33.1200044
MS4-CAR-072,-117.2098379,33.1200044
MS4-CAR-072,-117.2098379,33.1200044
MS4-CAR-072,-117.2098379,33.1200044
MS4-CAR-072,-117.2098379,33.1200044
MS4-CAR-072O,-117.2154154,33.12525372
MS4-CAR-072O,-117.2154154,33.12525372
MS4-CAR-072O,-117.2154154,33.12525372
MS4-CAR-072O,-117.2154154,33.12525372
MS4-CAR-072O,-117.2154154,33.12525372
MS4-CAR-072O,-117.2154154,33.12525372
MS4-CAR-072B,-117.2104941,33.1200044
MS4-CAR-072B,-117.2104941,33.1200044
MS4-CAR-072B,-117.2104941,33.1200044
MS4-CAR-072B,-117.2104941,33.1200044
MS4-CAR-072B,-117.2104941,33.1200044
MS4-CAR-072B,-117.2104941,33.1200044
SLR-045,-117.1438932,33.23319315
SLR-045,-117.1438932,33.23319315
SLR-045,-117.1438932,33.23319315
SLR-045,-117.1438932,33.23319315
SLR-045,-117.1438932,33.23319315
SLR-045,-117.1438932,33.23319315
MS4-SLR-150,-117.2170558,33.28371798
MS4-SLR-150,-117.2170558,33.28371798
MS4-SLR-150,-117.2170558,33.28371798
MS4-SLR-150,-117.2170558,33.28371798
MS4-SLR-150,-117.2170558,33.28371798
MS4-SLR-150,-117.2170558,33.28371798
MS4-SDG-077,-117.1087883,33.01895472
MS4-SDG-077,-117.1087883,33.01895472
MS4-SDG-077,-117.1087883,33.01895472
MS4-SDG-077,-117.1087883,33.01895472
MS4-SDG-077,-117.1087883,33.01895472
MS4-SDG-077,-117.1087883,33.01895472
MS4-SDG-080,-117.1160061,33.00287865
MS4-SDG-080,-117.1160061,33.00287865
MS4-SDG-080,-117.1160061,33.00287865
MS4-SDG-080,-117.1160061,33.00287865
MS4-SDG-080,-117.1160061,33.00287865
MS4-SDG-080,-117.1160061,33.00287865
MS4-SDG-084,-117.1107568,33.01797047
MS4-SDG-084,-117.1107568,33.01797047
MS4-SDG-084,-117.1107568,33.01797047
MS4-SDG-084,-117.1107568,33.01797047
MS4-SDG-084,-117.1107568,33.01797047
MS4-SDG-084,-117.1107568,33.01797047
MS4-SDG-085,-117.1153463,33.01862051
MS4-SDG-085,-117.1153463,33.01862051
MS4-SDG-085,-117.1153463,33.01862051
MS4-SDG-085,-117.1153463,33.01862051
MS4-SDG-085,-117.1153463,33.01862051
MS4-SDG-085,-117.1153463,33.01862051
MS4-SDG-115,-117.1573446,33.04093631
MS4-SDG-115,-117.1573446,33.04093631
MS4-SDG-115,-117.1573446,33.04093631
MS4-SDG-115,-117.1573446,33.04093631
MS4-SDG-115,-117.1573446,33.04093631
MS4-SDG-115,-117.1573446,33.04093631
MS4-SDR-098,-116.91602,32.84115
MS4-SDR-098,-116.91602,32.84115
MS4-SDR-098,-116.91602,32.84115
MS4-SDR-098,-116.91602,32.84115
MS4-SDR-098,-116.91602,32.84115
MS4-SDR-098,-116.91602,32.84115
MS4-SDR-127,-116.88416,32.84912
MS4-SDR-127,-116.88416,32.84912
MS4-SDR-127,-116.88416,32.84912
MS4-SDR-127,-116.88416,32.84912
MS4-SDR-127,-116.88416,32.84912
MS4-SDR-127,-116.88416,32.84912
MS4-SDG-085M,-117.1150219,33.01633006
MS4-SDG-085M,-117.1150219,33.01633006
MS4-SDG-085M,-117.1150219,33.01633006
MS4-SDG-085M,-117.1150219,33.01633006
MS4-SDG-085M,-117.1150219,33.01633006
MS4-SDG-085M,-117.1150219,33.01633006
MS4-SDR-127B,-116.8822099,32.85234013
MS4-SDR-127B,-116.8822099,32.85234013
MS4-SDR-127B,-116.8822099,32.85234013
MS4-SDR-127B,-116.8822099,32.85234013
MS4-SDR-127B,-116.8822099,32.85234013
MS4-SDR-127B,-116.8822099,32.85234013
MS4-SDR-203A,-116.89487,32.82871
MS4-SDR-203A,-116.89487,32.82871
MS4-SDR-203A,-116.89487,32.82871
MS4-SDR-203A,-116.89487,32.82871
MS4-SDR-203A,-116.89487,32.82871
MS4-SDR-203A,-116.89487,32.82871
MS4-SDR-204A,-116.89491,32.82869
MS4-SDR-204A,-116.89491,32.82869
MS4-SDR-204A,-116.89491,32.82869
MS4-SDR-204A,-116.89491,32.82869
MS4-SDR-204A,-116.89491,32.82869
MS4-SDR-204A,-116.89491,32.82869
SLR-045A,-117.1422528,33.23319314
SLR-045A,-117.1422528,33.23319314
SLR-045A,-117.1422528,33.23319314
SLR-045A,-117.1422528,33.23319314
SLR-045A,-117.1422528,33.23319314
SLR-045A,-117.1422528,33.23319314
MS4-SDG-080C,-117.1143657,33.00583139
MS4-SDG-080C,-117.1143657,33.00583139
MS4-SDG-080C,-117.1143657,33.00583139
MS4-SDG-080C,-117.1143657,33.00583139
MS4-SDG-080C,-117.1143657,33.00583139
MS4-SDG-080C,-117.1143657,33.00583139
MS4-SDG-080F,-117.115678,33.00812797
MS4-SDG-080F,-117.115678,33.00812797
MS4-SDG-080F,-117.115678,33.00812797
MS4-SDG-080F,-117.115678,33.00812797
MS4-SDG-080F,-117.115678,33.00812797
MS4-SDG-080F,-117.115678,33.00812797
SLR-120,-117.1435651,33.23089656
SLR-120,-117.1435651,33.23089656
SLR-120,-117.1435651,33.23089656
SLR-120,-117.1435651,33.23089656
SLR-120,-117.1435651,33.23089656
SLR-120,-117.1435651,33.23089656
SLR-402,-117.1894968,33.34113257
SLR-402,-117.1894968,33.34113257
SLR-402,-117.1894968,33.34113257
SLR-402,-117.1894968,33.34113257
SLR-402,-117.1894968,33.34113257
SLR-402,-117.1894968,33.34113257
SLR-103,-117.162922,33.26665765
SLR-103,-117.162922,33.26665765
SLR-103,-117.162922,33.26665765
SLR-103,-117.162922,33.26665765
SLR-103,-117.162922,33.26665765
SLR-103,-117.162922,33.26665765
MS4-SDG-077E,-117.1064716,33.02114635
MS4-SDG-077E,-117.1064716,33.02114635
MS4-SDG-077E,-117.1064716,33.02114635
MS4-SDG-077E,-117.1064716,33.02114635
MS4-SDG-077E,-117.1064716,33.02114635
MS4-SDG-077E,-117.1064716,33.02114635
MS4-SDG-074K,-117.1075641,33.0152695
MS4-SDG-074K,-117.1075641,33.0152695
MS4-SDG-074K,-117.1075641,33.0152695
MS4-SDG-074K,-117.1075641,33.0152695
MS4-SDG-074K,-117.1075641,33.0152695
MS4-SDG-074K,-117.1075641,33.0152695
MS4-SDG-084J,-117.1123972,33.01468964
MS4-SDG-084J,-117.1123972,33.01468964
MS4-SDG-084J,-117.1123972,33.01468964
MS4-SDG-084J,-117.1123972,33.01468964
MS4-SDG-084J,-117.1123972,33.01468964
MS4-SDG-084J,-117.1123972,33.01468964
MS4-SDG-085G,-117.1163342,33.01665814
MS4-SDG-085G,-117.1163342,33.01665814
MS4-SDG-085G,-117.1163342,33.01665814
MS4-SDG-085G,-117.1163342,33.01665814
MS4-SDG-085G,-117.1163342,33.01665814
MS4-SDG-085G,-117.1163342,33.01665814
MS4-SLR-150B,-117.2160715,33.28306182
MS4-SLR-150B,-117.2160715,33.28306182
MS4-SLR-150B,-117.2160715,33.28306182
MS4-SLR-150B,-117.2160715,33.28306182
MS4-SLR-150B,-117.2160715,33.28306182
MS4-SLR-150B,-117.2160715,33.28306182
MS4-SLR-150C,-117.2157435,33.28273372
MS4-SLR-150C,-117.2157435,33.28273372
MS4-SLR-150C,-117.2157435,33.28273372
MS4-SLR-150C,-117.2157435,33.28273372
MS4-SLR-150C,-117.2157435,33.28273372
MS4-SLR-150C,-117.2157435,33.28273372
SLR-045B,-117.1415966,33.23319315
SLR-045B,-117.1415966,33.23319315
SLR-045B,-117.1415966,33.23319315
SLR-045B,-117.1415966,33.23319315
SLR-045B,-117.1415966,33.23319315
SLR-045B,-117.1415966,33.23319315
MS4-CAR-059,-117.1875283,33.04356098
MS4-CAR-059,-117.1875283,33.04356098
MS4-CAR-059,-117.1875283,33.04356098
MS4-CAR-059,-117.1875283,33.04356098
MS4-CAR-059,-117.1875283,33.04356098
MS4-CAR-059,-117.1875283,33.04356098
SDR-723,-116.9449398,32.86744728
SDR-723,-116.9449398,32.86744728
SDR-723,-116.9449398,32.86744728
SDR-723,-116.9449398,32.86744728
SDR-723,-116.9449398,32.86744728
SDR-723,-116.9449398,32.86744728
MS4-SLR-154,-117.1534076,33.32702498
MS4-SLR-154,-117.1534076,33.32702498
MS4-SLR-154,-117.1534076,33.32702498
MS4-SLR-154,-117.1534076,33.32702498
MS4-SLR-154,-117.1534076,33.32702498
MS4-SLR-154,-117.1534076,33.32702498
MS4-SDR-223,-116.96145,32.81239
MS4-SDR-223,-116.96145,32.81239
MS4-SDR-223,-116.96145,32.81239
MS4-SDR-223,-116.96145,32.81239
MS4-SDR-223,-116.96145,32.81239
MS4-SDR-223,-116.96145,32.81239
MS4-SDR-568,-116.95884,32.81244
MS4-SDR-568,-116.95884,32.81244
MS4-SDR-568,-116.95884,32.81244
MS4-SDR-568,-116.95884,32.81244
MS4-SDR-568,-116.95884,32.81244
MS4-SDR-568,-116.95884,32.81244
SDR-1024,-116.92532,32.85671
SDR-1024,-116.92532,32.85671
SDR-1024,-116.92532,32.85671
SDR-1024,-116.92532,32.85671
SDR-1024,-116.92532,32.85671
SDR-1024,-116.92532,32.85671
SDR-1031,-116.92048,32.85103
SDR-1031,-116.92048,32.85103
SDR-1031,-116.92048,32.85103
SDR-1031,-116.92048,32.85103
SDR-1031,-116.92048,32.85103
SDR-1031,-116.92048,32.85103
SDR-740,-116.93018,32.85713
SDR-740,-116.93018,32.85713
SDR-740,-116.93018,32.85713
SDR-740,-116.93018,32.85713
SDR-740,-116.93018,32.85713
SDR-740,-116.93018,32.85713
SDR-751,-116.92079,32.85316
SDR-751,-116.92079,32.85316
SDR-751,-116.92079,32.85316
SDR-751,-116.92079,32.85316
SDR-751,-116.92079,32.85316
SDR-751,-116.92079,32.85316
SDR-772,-116.9006614,32.83196377
SDR-772,-116.9006614,32.83196377
SDR-772,-116.9006614,32.83196377
SDR-772,-116.9006614,32.83196377
SDR-772,-116.9006614,32.83196377
SDR-772,-116.9006614,32.83196377
SDR-780,-116.89258,32.83635
SDR-780,-116.89258,32.83635
SDR-780,-116.89258,32.83635
SDR-780,-116.89258,32.83635
SDR-780,-116.89258,32.83635
SDR-780,-116.89258,32.83635
SDR-821,-116.82575,32.85904
SDR-821,-116.82575,32.85904
SDR-821,-116.82575,32.85904
SDR-821,-116.82575,32.85904
SDR-821,-116.82575,32.85904
SDR-821,-116.82575,32.85904
SDR-939,-116.89619,32.83164
SDR-939,-116.89619,32.83164
SDR-939,-116.89619,32.83164
SDR-939,-116.89619,32.83164
SDR-939,-116.89619,32.83164
SDR-939,-116.89619,32.83164
MS4-SMG-015,-117.253473,33.37459706
MS4-SMG-015,-117.253473,33.37459706
MS4-SMG-015,-117.253473,33.37459706
MS4-SMG-015,-117.253473,33.37459706
MS4-SMG-015,-117.253473,33.37459706
MS4-SMG-015,-117.253473,33.37459706
MS4-SMG-021,-117.2532631,33.37459148
MS4-SMG-021,-117.2532631,33.37459148
MS4-SMG-021,-117.2532631,33.37459148
MS4-SMG-021,-117.2532631,33.37459148
MS4-SMG-021,-117.2532631,33.37459148
MS4-SMG-021,-117.2532631,33.37459148
MS4-SMG-024,-117.2564801,33.3720116
MS4-SMG-024,-117.2564801,33.3720116
MS4-SMG-024,-117.2564801,33.3720116
MS4-SMG-024,-117.2564801,33.3720116
MS4-SMG-024,-117.2564801,33.3720116
MS4-SMG-024,-117.2564801,33.3720116
MS4-SLR-160,-117.2406778,33.34572573
MS4-SLR-160,-117.2406778,33.34572573
MS4-SLR-160,-117.2406778,33.34572573
MS4-SLR-160,-117.2406778,33.34572573
MS4-SLR-160,-117.2406778,33.34572573
MS4-SLR-160,-117.2406778,33.34572573
MS4-SLR-156,-117.2331319,33.35458398
MS4-SLR-156,-117.2331319,33.35458398
MS4-SLR-156,-117.2331319,33.35458398
MS4-SLR-156,-117.2331319,33.35458398
MS4-SLR-156,-117.2331319,33.35458398
MS4-SLR-156,-117.2331319,33.35458398
MS4-SMG-062,-117.2534843,33.37365268
MS4-SMG-062,-117.2534843,33.37365268
MS4-SMG-062,-117.2534843,33.37365268
MS4-SMG-062,-117.2534843,33.37365268
MS4-SMG-062,-117.2534843,33.37365268
MS4-SMG-062,-117.2534843,33.37365268
MS4-SDG-074,-117.106699,33.01892855
MS4-SDG-074,-117.106699,33.01892855
MS4-SDG-074,-117.106699,33.01892855
MS4-SDG-074,-117.106699,33.01892855
MS4-SDG-074,-117.106699,33.01892855
MS4-SDG-074,-117.106699,33.01892855
MS4-SDR-036,-116.87157,32.84686
MS4-SDR-036,-116.87157,32.84686
MS4-SDR-036,-116.87157,32.84686
MS4-SDR-036,-116.87157,32.84686
MS4-SDR-036,-116.87157,32.84686
MS4-SDR-036,-116.87157,32.84686
MS4-SDR-041,-116.91325,32.84002
MS4-SDR-041,-116.91325,32.84002
MS4-SDR-041,-116.91325,32.84002
MS4-SDR-041,-116.91325,32.84002
MS4-SDR-041,-116.91325,32.84002
MS4-SDR-041,-116.91325,32.84002
MS4-SDR-064,-116.94477,32.86207
MS4-SDR-064,-116.94477,32.86207
MS4-SDR-064,-116.94477,32.86207
MS4-SDR-064,-116.94477,32.86207
MS4-SDR-064,-116.94477,32.86207
MS4-SDR-064,-116.94477,32.86207
MS4-SDR-097,-116.92034,32.85077
MS4-SDR-097,-116.92034,32.85077
MS4-SDR-097,-116.92034,32.85077
MS4-SDR-097,-116.92034,32.85077
MS4-SDR-097,-116.92034,32.85077
MS4-SDR-097,-116.92034,32.85077
MS4-SDG-072,-117.1066417,33.01900054
MS4-SDG-072,-117.1066417,33.01900054
MS4-SDG-072,-117.1066417,33.01900054
MS4-SDG-072,-117.1066417,33.01900054
MS4-SDG-072,-117.1066417,33.01900054
MS4-SDG-072,-117.1066417,33.01900054
MS4-SDR-207,-116.9053091,32.83269023
MS4-SDR-207,-116.9053091,32.83269023
MS4-SDR-207,-116.9053091,32.83269023
MS4-SDR-207,-116.9053091,32.83269023
MS4-SDR-207,-116.9053091,32.83269023
MS4-SDR-207,-116.9053091,32.83269023
MS4-SDR-228,-116.9216,32.86917
MS4-SDR-228,-116.9216,32.86917
MS4-SDR-228,-116.9216,32.86917
MS4-SDR-228,-116.9216,32.86917
MS4-SDR-228,-116.9216,32.86917
MS4-SDR-228,-116.9216,32.86917
MS4-SWT-019,-117.0218462,32.6672494
MS4-SWT-019,-117.0218462,32.6672494
MS4-SWT-019,-117.0218462,32.6672494
MS4-SWT-019,-117.0218462,32.6672494
MS4-SWT-019,-117.0218462,32.6672494
MS4-SWT-019,-117.0218462,32.6672494
MS4-SWT-030,-116.9834604,32.72663248
MS4-SWT-030,-116.9834604,32.72663248
MS4-SWT-030,-116.9834604,32.72663248
MS4-SWT-030,-116.9834604,32.72663248
MS4-SWT-030,-116.9834604,32.72663248
MS4-SWT-030,-116.9834604,32.72663248
MS4-SWT-055,-117.0113475,32.74139623
MS4-SWT-055,-117.0113475,32.74139623
MS4-SWT-055,-117.0113475,32.74139623
MS4-SWT-055,-117.0113475,32.74139623
MS4-SWT-055,-117.0113475,32.74139623
MS4-SWT-055,-117.0113475,32.74139623
MS4-SWT-055A,-117.0126599,32.75058256
MS4-SWT-055A,-117.0126599,32.75058256
MS4-SWT-055A,-117.0126599,32.75058256
MS4-SWT-055A,-117.0126599,32.75058256
MS4-SWT-055A,-117.0126599,32.75058256
MS4-SWT-055A,-117.0126599,32.75058256
